FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,IsActive,AgeAtStart
Benjamin,Kaufman,2021-04-24,2023-02-28,Bi Developer,Vicki Delgado,benjamin.kaufman@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,N/A - Active,N/A - Active,IT/IS,General - Con,1959-11-26,MA,Model Assistant,Male,49370,Asian,Widowed,Fully Meets,3,1717,2023-06-03,4,2,5,2022-11-05,Customer Service,External,Incomplete,Port Joshua,Anne Holt,1,381.33,False,61.0
Ayla,Mcgrath,2020-06-29,2023-08-03,Bi Developer,Daryl Swanson,ayla.mcgrath@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,IT/IS,Field Operations,2001-04-01,MA,Driller,Male,17318,Other,Divorced,Fully Meets,3,1718,2023-07-19,5,4,5,2022-12-24,Leadership Development,Internal,Passed,Wellsborough,Wendy Short,3,527.62,False,19.0
Katelyn,Stevens,2021-07-15,,Bi Developer,James Johnson,katelyn.stevens@bilearner.com,SVG,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,IT/IS,Field Operations,1993-10-05,MA,Laborer,Male,93155,Hispanic,Widowed,Fully Meets,3,1719,2023-03-29,2,3,1,2022-09-12,Leadership Development,External,Passed,Butlerchester,Brian Hawkins,3,442.1,True,27.0
Jaiden,Christian,2023-06-20,,Senior Bi Developer,Juan Jackson,jaiden.christian@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,N/A - Active,N/A - Active,IT/IS,Field Operations,1965-08-03,MA,Laborer,Male,32840,Other,Single,Fully Meets,3,1720,2023-10-07,4,3,2,2023-01-19,Project Management,Internal,Passed,Scotthaven,Tamara Harris,2,396.81,True,57.0
Elliott,Odonnell,2019-09-22,2022-11-10,Senior Bi Developer,Wendy Daniels,elliott.odonnell@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,IT/IS,Finance & Accounting,1998-11-25,MA,Assistant,Male,46552,White,Divorced,Fully Meets,3,1721,2023-06-30,5,4,4,2023-02-16,Project Management,External,Failed,Kathleenhaven,John Graham,2,730.31,False,20.0
Ronnie,Dillon,2022-02-22,,Senior Bi Developer,John Smith,ronnie.dillon@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,IT/IS,Wireless,1968-01-30,MA,Groundman,Female,26893,Hispanic,Divorced,Fully Meets,3,1722,2023-03-16,2,2,4,2023-05-14,Technical Skills,External,Incomplete,Stephensburgh,Caleb Strickland,2,128.06,True,54.0
Gideon,Saunders,2020-07-01,2022-06-26,Sales Manager,Nicole Taylor,gideon.saunders@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Sales,General - Eng,1969-07-04,MA,Coordinator,Female,34649,Black,Widowed,Fully Meets,3,1723,2022-09-16,5,1,5,2022-09-25,Technical Skills,External,Passed,Sophiaborough,Andrea Lopez,5,942.63,False,50.0
Valerie,Davis,2021-05-13,2021-12-11,Cio,Amanda Shaw Md,valerie.davis@bilearner.com,TNS,Active,Part-Time,Zone C,Part-Time,N/A - Active,N/A - Active,IT/IS,Yard (Material Handling),1957-10-20,MA,Coordinator,Female,46050,Other,Divorced,Fully Meets,3,1724,2022-09-22,4,2,2,2023-04-11,Customer Service,Internal,Failed,Fullerstad,Miguel Villarreal,5,733.63,False,63.0
Jamarcus,Thomas,2021-05-30,,Bi Developer,Nancy Cruz,jamarcus.thomas@bilearner.com,PL,Active,Contract,Zone A,Part-Time,N/A - Active,N/A - Active,IT/IS,Field Operations,1947-09-29,MA,Technician,Male,55738,Black,Divorced,Fully Meets,3,1725,2023-09-04,2,4,5,2023-01-16,Customer Service,External,Completed,Cynthiaview,James Mccormick,1,743.28,True,73.0
Alden,Powers,2019-07-04,,Bi Developer,Elizabeth Walker,alden.powers@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,N/A - Active,N/A - Active,IT/IS,Wireline Construction,1981-01-21,MA,Clerk,Male,71994,Asian,Single,Fully Meets,3,1726,2023-06-14,3,5,3,2022-10-19,Technical Skills,Internal,Completed,Higginsport,Joshua Brewer,4,435.18,True,38.0
Haylie,Arnold,2019-05-31,2022-05-31,Bi Developer,Leslie Tran,haylie.arnold@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,IT/IS,General - Con,1996-02-16,MA,Foreman,Male,50024,Hispanic,Widowed,Fully Meets,3,1727,2022-12-22,4,2,4,2023-02-16,Technical Skills,Internal,Failed,Weaverburgh,Donna Guzman,5,252.22,False,23.0
James,Cockel,2020-03-13,,Production Technician I,Yesenia Woodard,james.cockel@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,General - Con,1972-11-01,MA,Foreman,Male,2452,White,Divorced,Fully Meets,3,1728,2023-01-08,1,4,2,2022-12-31,Customer Service,External,Completed,Lake Dustin,Joel Thomas,2,103.07,True,47.0
Donna,Brill,2020-01-06,2020-12-24,Production Technician I,Michelle Henson,donna.brill@bilearner.com,EW,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Voluntary - Standard Separation,Production,General - Con,1946-12-30,MA,Foreman,Female,1701,Other,Divorced,Fully Meets,3,1729,2023-02-15,1,1,2,2023-03-22,Technical Skills,Internal,Incomplete,Mollymouth,Jennifer Diaz,2,386.87,False,73.0
Kristen,Squatrito,2023-04-30,,Production Technician I,Natasha Sullivan,kristen.squatrito@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Production,General - Eng,1976-10-06,MA,Technician,Female,2359,White,Divorced,Fully Meets,3,1730,2023-03-07,2,4,4,2023-03-20,Customer Service,External,Incomplete,East Julie,Joseph Russo,3,718.21,True,46.0
Erasumus,Monkfish,2021-07-11,2022-02-08,Production Technician Ii,Mark Smith,erasumus.monkfish@bilearner.com,WBL,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,Production,Engineers,1947-03-22,MA,Engineer,Male,1450,Black,Divorced,Fully Meets,3,1731,2023-06-23,1,4,1,2023-02-27,Customer Service,Internal,Failed,South Jennifer,Travis Cook,1,578.81,False,74.0
May,Roberson,2021-07-02,2021-12-13,Production Technician Ii,Samantha Hancock,may.roberson@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Temporary,Voluntary,Voluntary - Standard Separation,Production,Fielders,1961-04-13,MA,Engineer,Female,1902,Hispanic,Widowed,Fully Meets,3,1732,2022-10-24,1,5,4,2023-07-06,Project Management,Internal,Completed,East Louis,Derrick Wallace,1,562.06,False,60.0
Shana,Maurice,2019-10-23,2020-12-03,Production Technician I,Joshua Ward,shana.maurice@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1950-02-15,MA,Laborer,Female,2330,Black,Married,Fully Meets,3,1733,2022-10-26,4,5,3,2023-01-08,Leadership Development,External,Incomplete,Lake Danielleport,Tammy King,5,845.86,False,69.0
Raul,Garcia,2019-01-19,,Production Technician I,Anthony Martinez,raul.garcia@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1942-06-22,MA,Driver,Male,1905,White,Widowed,Fully Meets,3,1734,2023-04-04,4,1,4,2023-01-16,Project Management,External,Completed,Samanthatown,Jodi Davis,2,391.39,True,76.0
Rachael,Baczenski,2021-01-08,2023-01-14,Production Technician I,Cody Scott,rachael.baczenski@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Resignation - Standard Separation,Production,Shop (Fleet),1942-08-04,MA,Mechanic,Female,1902,White,Divorced,Fully Meets,3,1735,2023-10-05,4,4,5,2023-07-22,Project Management,Internal,Passed,Jonesport,David Harris,1,203.04,False,78.0
Enrico,Langton,2019-01-29,2022-07-08,Production Technician I,Jeffrey Thompson,enrico.langton@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Field Operations,1955-08-25,MA,Technician,Male,2048,Other,Married,Fully Meets,3,1736,2023-04-21,3,1,3,2023-03-09,Leadership Development,Internal,Incomplete,West Sarahborough,Michael Lopez,4,717.29,False,63.0
Colleen,Zima,2018-10-27,,Production Technician I,Jacqueline Jones,colleen.zima@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,Production,General - Eng,1983-02-26,MA,Engineer,Female,1730,Hispanic,Widowed,Fully Meets,3,1737,2023-03-30,4,5,2,2022-10-17,Leadership Development,External,Incomplete,Atkinsonbury,William Collins,5,719.0,True,35.0
Phil,Close,2023-05-30,2023-07-05,Production Technician Ii,Tami Fuentes,phil.close@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Involuntary - Standard Separation,Production,General - Eng,1983-11-17,MA,Coordinator,Male,2169,White,Single,Fully Meets,3,1738,2022-11-13,4,1,2,2023-01-09,Customer Service,External,Incomplete,East Sharon,Sean Mckee,5,802.66,False,39.0
Hang T,Wolk,2019-07-15,2023-05-01,Production Technician Ii,Michael Farmer,hang t.wolk@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,N/A - Active,N/A - Active,Production,Aerial,1982-11-01,MA,Laborer,Female,2302,Hispanic,Married,Fully Meets,3,1739,2022-10-10,2,5,1,2023-07-04,Communication Skills,Internal,Incomplete,East Julie,Lisa Hahn,1,388.07,False,36.0
Lei-Ming,Nguyen,2020-03-17,2021-08-02,Production Technician I,Madeline Baker,lei-ming.nguyen@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,N/A - Active,N/A - Active,Production,General - Con,1963-03-04,MA,Laborer,Female,2132,Other,Married,Fully Meets,3,1740,2022-09-20,5,4,4,2023-02-18,Project Management,Internal,Completed,South Donna,Nicole Sanders,2,350.26,False,57.0
Denisa S,Dobrin,2022-09-16,,Production Technician I,Katherine Costa,denisa s.dobrin@bilearner.com,MSC,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,Production,General - Eng,1981-11-01,MA,Drafter,Female,2125,Asian,Single,Fully Meets,3,1741,2022-08-22,3,4,2,2022-11-08,Leadership Development,External,Completed,Chasefurt,Mrs. Sandra Howard Dds,5,625.76,True,40.0
Maryellen,Jackson,2021-01-04,,Production Technician I,Rebecca Bird,maryellen.jackson@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Production,Wireline Construction,1971-02-03,MA,Laborer,Female,2081,Asian,Divorced,Fully Meets,3,1742,2023-05-20,5,5,3,2023-04-19,Communication Skills,External,Incomplete,Port Robert,Kristen Brown,1,206.72,True,49.0
David,Gordon,2018-11-30,,Production Technician I,Sarah Mcdonald,david.gordon@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,Splicing,2001-03-06,MA,Supervisor,Male,2169,Black,Single,Fully Meets,3,1743,2023-04-20,4,1,5,2023-07-13,Project Management,External,Passed,New David,Debra Barton,4,954.37,True,17.0
Mei,Trang,2022-07-24,,Production Technician I,Teresa Murray,mei.trang@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1947-05-05,MA,Driller,Female,2021,Hispanic,Married,Fully Meets,3,1744,2023-02-05,2,1,4,2022-12-24,Communication Skills,Internal,Failed,Prattview,Scott Kline,4,728.77,True,75.0
Lindsey,Langford,2022-02-05,,Production Technician Ii,Erin Castro,lindsey.langford@bilearner.com,EW,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Aerial,1989-09-26,MA,Foreman,Female,2090,Other,Widowed,Fully Meets,3,1745,2022-11-14,4,4,3,2022-09-05,Leadership Development,External,Completed,Simsberg,Mrs. Stephanie Miller,1,996.01,True,32.0
Brad,Pitt,2020-04-23,2022-01-07,Production Technician I,Joshua Gonzalez,brad.pitt@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,General - Sga,1962-06-04,MA,Vp,Male,2451,Hispanic,Widowed,Fully Meets,3,1746,2023-06-20,4,3,4,2022-11-18,Communication Skills,Internal,Incomplete,Jonesberg,Lauren Andrews,2,787.19,False,57.0
Susan,Good,2023-06-23,2023-07-10,Production Technician Ii,Mary Blackwell,susan.good@bilearner.com,PL,Leave of Absence,Full-Time,Zone A,Temporary,Resignation,Resignation - Standard Separation,Production,Field Operations,1992-02-08,MA,Splicer,Female,1886,White,Divorced,Fully Meets,3,1747,2023-03-28,1,4,4,2023-03-02,Project Management,External,Passed,Ryanshire,Kevin Snow,3,853.43,False,31.0
Ashley,Rose,2022-01-13,2022-07-05,Production Technician I,Benjamin Hamilton,ashley.rose@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,Underground,1973-09-01,MA,Laborer,Female,1886,White,Widowed,Fully Meets,3,1748,2023-12-02,3,2,4,2023-03-26,Leadership Development,External,Failed,Williamsmouth,Andrea Ball,5,433.03,False,48.0
Kaeden,Gonzales,2020-11-26,,Production Technician I,Kimberly Wilcox,kaeden.gonzales@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1964-03-02,MA,Project Manager,Female,70227,Hispanic,Divorced,Fully Meets,3,1749,2022-05-08,1,4,5,2023-07-21,Leadership Development,Internal,Incomplete,Burtonton,Joseph Potter,3,148.69,True,56.0
Alissa,Frey,2018-12-07,,Production Technician I,Chase Swanson,alissa.frey@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1977-11-04,MA,Tower Hand,Female,3204,Other,Widowed,Fully Meets,3,1750,2022-11-13,1,2,5,2022-08-20,Project Management,Internal,Incomplete,New Arthur,Maria Gonzalez,1,523.44,True,41.0
Presley,Steele,2023-04-19,,Production Technician I,Evan Durham,presley.steele@bilearner.com,NEL,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,Production,General - Con,2001-05-29,MA,Lineman,Female,81228,Hispanic,Widowed,Fully Meets,3,1751,2022-08-24,4,4,1,2022-12-10,Project Management,External,Incomplete,New Dennisshire,Jose Guzman,5,719.54,True,21.0
Boston,Avila,2022-03-05,2022-04-08,Production Technician I,Mario Johnson Md,boston.avila@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,General - Con,1982-04-11,MA,Mechanic,Male,56894,White,Single,Fully Meets,3,1752,2022-11-12,2,1,2,2022-10-09,Leadership Development,External,Incomplete,Harrisonshire,John Ramirez,3,560.55,False,39.0
Rodolfo,Michael,2019-06-20,2019-10-14,Production Technician I,Kimberly Williams,rodolfo.michael@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1943-07-03,MA,Assistant,Male,42759,Black,Divorced,Fully Meets,3,1753,2023-05-30,5,3,3,2023-03-18,Customer Service,Internal,Completed,Port Steven,Brett Ortiz,1,711.71,False,75.0
Felix,Fritz,2022-09-13,,Production Technician I,Alejandro Davies,felix.fritz@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,Project Management - Con,1991-11-18,MA,Manager,Male,61961,Asian,Single,Fully Meets,3,1754,2022-12-29,5,5,1,2023-01-30,Project Management,External,Failed,Franciscohaven,John Jones,1,980.65,True,30.0
Amira,Mcmillan,2019-01-02,,Production Technician I,Duane Anderson,amira.mcmillan@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,General - Con,1994-05-10,MA,Foreman,Male,45449,Other,Widowed,Fully Meets,3,1755,2022-10-17,4,1,1,2022-11-22,Communication Skills,External,Incomplete,Curryberg,Melissa Whitehead,2,367.76,True,24.0
Annabelle,Graham,2022-06-06,,Production Technician I,David Cooper,annabelle.graham@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,N/A - Active,N/A - Active,Production,Splicing,1961-03-25,MA,Operator,Male,32636,Black,Widowed,Fully Meets,3,1756,2023-06-27,2,4,4,2023-04-22,Communication Skills,Internal,Failed,Laurieville,Jared Spence,1,849.36,True,61.0
Leia,Mccann,2020-01-09,,Production Technician I,Rebecca Conway,leia.mccann@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,Finance & Accounting,1985-01-02,MA,Director,Female,74346,White,Widowed,Fully Meets,3,1757,2022-08-18,5,4,5,2022-12-31,Technical Skills,Internal,Incomplete,Port Brittanyton,Barbara Cochran,5,305.05,True,35.0
Henry,Gray,2019-01-03,,Production Technician I,Melissa Chavez,henry.gray@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Production,Splicing,1958-05-22,MA,Administrator,Male,61791,White,Single,Fully Meets,3,1758,2022-08-18,5,3,5,2023-05-14,Customer Service,Internal,Completed,North Patricia,Robert Campbell,5,296.24,True,60.0
Jose,Houston,2021-01-23,2022-10-23,Production Technician I,Patricia Newman,jose.houston@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,N/A - Active,N/A - Active,Production,General - Con,1947-11-12,MA,Coordinator,Male,40003,White,Married,Fully Meets,3,1759,2022-09-16,5,2,4,2022-10-21,Project Management,Internal,Completed,Clarkview,Rachel Phillips,4,220.06,False,73.0
Janessa,Mcconnell,2020-02-08,2020-05-04,Production Technician I,Sally Meadows,janessa.mcconnell@bilearner.com,WBL,Active,Part-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Production,General - Con,1993-08-20,MA,Foreman,Male,93320,Hispanic,Single,Fully Meets,3,1760,2023-03-16,5,3,2,2023-01-20,Technical Skills,External,Passed,Brownchester,Glenn Jimenez,3,378.51,False,26.0
Samson,Ellis,2021-10-29,2022-08-02,Production Technician I,Sara Golden,samson.ellis@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Voluntary - Standard Separation,Production,Field Operations,1961-05-16,MA,Technician,Female,97689,Other,Married,Fully Meets,3,1761,2023-02-20,3,2,1,2022-11-07,Technical Skills,External,Completed,New Eric,Denise Guzman,4,905.6,False,60.0
Lauren,Kent,2023-07-04,2023-07-12,Production Technician I,Roger Reed,lauren.kent@bilearner.com,PL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Voluntary - Standard Separation,Production,Wireless,2001-02-19,MA,Foreman,Female,37569,White,Divorced,Fully Meets,3,1762,2023-03-19,3,3,5,2022-09-02,Customer Service,External,Incomplete,South Raymondchester,Christopher Griffin,3,669.57,False,22.0
Mckenzie,Mack,2023-04-06,,Production Technician I,Debra Boyer,mckenzie.mack@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,Engineers,1950-01-13,MA,Model Assistant,Female,11574,Asian,Widowed,Fully Meets,3,1763,2022-08-18,4,2,4,2023-03-02,Leadership Development,External,Completed,Joneston,Amanda Hughes,2,723.9,True,73.0
Donavan,Chavez,2023-01-17,,Production Technician I,Robert Rios,donavan.chavez@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,Engineers,1949-02-01,MA,Engineer,Female,18917,Black,Married,Fully Meets,3,1764,2023-03-13,2,3,5,2023-05-07,Communication Skills,Internal,Passed,Port Joshua,Anna Mitchell,1,834.44,True,73.0
Haiden,Coffey,2019-10-17,,Production Technician Ii,Kyle Bell,haiden.coffey@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Project Management - Con,1991-07-09,MA,Field Project Manager,Female,5819,Asian,Divorced,Fully Meets,3,1765,2022-12-24,5,5,2,2023-08-04,Leadership Development,External,Incomplete,Williamsmouth,William Johnson,1,393.88,True,28.0
Kasey,Alexander,2019-06-22,2021-05-01,Production Technician I,Michelle Herrera,kasey.alexander@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1957-07-15,MA,Laborer,Female,75004,Asian,Married,Fully Meets,3,1766,2023-05-23,1,5,2,2023-07-07,Customer Service,External,Incomplete,Greenestad,Patrick Gray,3,637.61,False,61.0
Kenneth,Peters,2023-02-10,2023-05-01,Production Technician I,Renee Beasley,kenneth.peters@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,N/A - Active,N/A - Active,Production,General - Con,1995-12-31,MA,Supervisor,Female,39000,White,Divorced,Fully Meets,3,1767,2022-09-08,4,1,1,2022-10-25,Project Management,External,Passed,Riverastad,Scott Everett,3,902.11,False,27.0
Lucia,Hudson,2022-10-13,2023-05-02,Production Technician I,Scott Graves,lucia.hudson@bilearner.com,NEL,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,Production,Aerial,1977-02-26,MA,Lineman,Female,73245,Black,Married,Fully Meets,3,1768,2023-11-02,3,3,3,2022-09-30,Leadership Development,External,Passed,Lake Tyler,Amanda Nelson,1,999.79,False,45.0
Rashad,Randall,2023-03-07,2023-04-27,Production Technician I,Bryan Harvey,rashad.randall@bilearner.com,PL,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,Production,Engineers,1974-04-29,MA,Technician,Male,83360,Hispanic,Widowed,Fully Meets,3,1769,2023-10-02,4,3,5,2023-03-27,Leadership Development,Internal,Passed,New Jamesville,Stephanie Good Dvm,1,976.58,False,48.0
Hayley,York,2018-09-12,,Production Technician I,John Ramirez,hayley.york@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,Production,General - Sga,1971-05-03,MA,Director,Male,2072,Hispanic,Single,Fully Meets,3,1770,2023-02-24,1,3,5,2022-09-04,Customer Service,External,Incomplete,West David,Natalie Ross,2,257.2,True,47.0
Salma,Shepard,2020-06-27,,Production Technician I,David Reid,salma.shepard@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Shop (Fleet),1950-08-27,MA,Mechanic,Male,16902,Hispanic,Widowed,Fully Meets,3,1771,2023-03-06,3,2,1,2023-02-27,Technical Skills,External,Incomplete,New Kevinfurt,Randy Wilson,2,991.1,True,69.0
Hallie,Thornton,2018-12-28,2022-01-28,Production Technician I,Jamie Holloway,hallie.thornton@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,N/A - Active,N/A - Active,Production,General - Con,1954-06-28,MA,Laborer,Male,70792,Asian,Widowed,Fully Meets,3,1772,2023-01-01,3,4,5,2022-08-20,Technical Skills,External,Passed,Port Paul,Lydia Campbell,2,205.64,False,64.0
Tiana,Bishop,2021-01-20,2023-03-08,Production Technician I,Mitchell Woods,tiana.bishop@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,General - Eng,1942-03-22,MA,Administrative,Male,25699,Black,Married,Fully Meets,3,1773,2022-11-20,5,5,2,2022-12-30,Leadership Development,Internal,Passed,Moorechester,Aaron Hubbard,2,817.45,False,78.0
Regina,Garcia,2019-09-14,2023-02-06,Production Technician I,Aaron Cochran,regina.garcia@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Production,Field Operations,1989-09-24,MA,Technician,Female,96290,Asian,Widowed,Fully Meets,3,1774,2022-09-12,1,1,2,2023-06-08,Customer Service,External,Failed,Johnhaven,Jacob Wilson,5,643.22,False,29.0
Julie,Cochran,2018-10-06,2019-12-12,Production Technician I,Scott Smith,julie.cochran@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,N/A - Active,N/A - Active,Production,Engineers,1997-11-05,MA,Engineer,Male,23434,Black,Single,Fully Meets,3,1775,2023-10-05,4,2,3,2023-05-08,Project Management,Internal,Failed,Port David,Brianna Williams,4,795.28,False,20.0
Yamilet,Pierce,2021-08-03,2022-11-01,Production Technician I,Lucas Rodriguez,yamilet.pierce@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,Production,Project Management - Con,1955-11-03,MA,Engineer,Male,49243,Asian,Divorced,Fully Meets,3,1776,2023-01-16,3,2,3,2022-09-07,Project Management,Internal,Failed,South Madison,Roy Johnson,2,521.69,False,65.0
Amare,Hartman,2019-07-05,2021-05-26,Production Technician I,Brian Rogers,amare.hartman@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Splicing,1962-04-25,MA,Splicer,Female,64893,Hispanic,Single,Fully Meets,3,1777,2023-02-02,1,3,1,2023-04-24,Customer Service,External,Incomplete,Greenehaven,Daniel Barton,3,157.78,False,57.0
Cannon,Lee,2019-04-25,,Production Technician I,Brandon Mcdonald,cannon.lee@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,General - Con,1949-05-18,MA,Foreman,Female,91836,Other,Widowed,Fully Meets,3,1778,2022-11-19,3,5,4,2022-09-01,Project Management,External,Passed,Lake James,Holly Roth,3,803.94,True,69.0
Yael,Hodge,2023-07-15,,Production Technician I,Christina Cohen,yael.hodge@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,Project Management - Con,1961-04-05,MA,Director,Female,85791,Other,Married,Fully Meets,3,1779,2022-08-22,5,3,4,2022-11-27,Project Management,Internal,Passed,Lake Donna,Gabriela Rodriguez,3,188.56,True,62.0
Colton,Booker,2022-12-10,2023-02-11,Production Technician I,Jason Taylor,colton.booker@bilearner.com,BPC,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1993-11-07,MA,Engineer,Female,17208,Hispanic,Widowed,Fully Meets,3,1780,2023-03-06,2,3,2,2023-03-25,Technical Skills,External,Passed,Brooksport,Brandy Conway,2,663.72,False,29.0
Abril,Cunningham,2019-05-02,,Production Technician I,Angela Maxwell,abril.cunningham@bilearner.com,CCDR,Active,Contract,Zone A,Part-Time,N/A - Active,N/A - Active,Production,General - Sga,1983-11-12,MA,Supervisor,Female,88454,White,Divorced,Fully Meets,3,1781,2022-09-27,2,2,4,2023-07-04,Technical Skills,External,Failed,Carlahaven,Frank Perez,4,892.3,True,35.0
Braxton,House,2019-01-13,2023-07-02,Production Technician Ii,Kenneth Dean,braxton.house@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Retirement - Standard Separation,Production,Field Operations,1950-08-10,MA,Groundman,Female,69805,Other,Married,Fully Meets,3,1782,2023-07-07,3,4,1,2022-12-21,Communication Skills,Internal,Passed,Bullockton,Ashley Rodriguez,3,560.35,False,68.0
Destiney,Pearson,2021-06-09,,Production Technician I,Julie Smith,destiney.pearson@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,N/A - Active,N/A - Active,Production,General - Con,1981-07-12,MA,Laborer,Female,27170,White,Widowed,Fully Meets,3,1783,2023-04-21,5,2,4,2022-12-24,Technical Skills,External,Passed,Ramosport,Justin Frazier,2,595.5,True,39.0
Trystan,Ramos,2023-08-02,2023-08-02,Production Technician I,Mr. John Thomas,trystan.ramos@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,General - Con,1971-03-30,MA,Technician,Female,14325,Other,Divorced,Fully Meets,3,1784,2023-02-23,2,3,1,2022-11-17,Communication Skills,External,Passed,East Jacob,Ashlee Conley,2,242.18,False,52.0
